"Study","Sample","Database","Instrument","SRA","Country","latitude","longitude","Plant","Agricultural"
"Andrea2020","Andrea2020s001","ENA","Illumina HiSeq 2500","ERR2819880","Italy",45.543,9.215,"Cedrus deodara","Non-agricultural"
"Andrea2020","Andrea2020s002","ENA","Illumina HiSeq 2500","ERR2819881","Italy",45.543,9.215,"Cedrus deodara","Non-agricultural"
"Andrea2020","Andrea2020s003","ENA","Illumina HiSeq 2500","ERR2819882","Italy",45.543,9.215,"Cedrus deodara","Non-agricultural"
"Andrea2020","Andrea2020s004","ENA","Illumina HiSeq 2500","ERR2819885","Italy",45.543,9.215,"Magnolia grandiflora","Non-agricultural"
"Andrea2020","Andrea2020s005","ENA","Illumina HiSeq 2500","ERR2819886","Italy",45.543,9.215,"Magnolia grandiflora","Non-agricultural"
"Andrea2020","Andrea2020s006","ENA","Illumina HiSeq 2500","ERR2819887","Italy",45.543,9.215,"Magnolia grandiflora","Non-agricultural"
"Andrea2020","Andrea2020s007","ENA","Illumina HiSeq 2500","ERR2819888","Italy",45.543,9.215,"Cedrus deodara","Non-agricultural"
"Andrea2020","Andrea2020s008","ENA","Illumina HiSeq 2500","ERR2819889","Italy",45.543,9.215,"Cedrus deodara","Non-agricultural"
"Andrea2020","Andrea2020s009","ENA","Illumina HiSeq 2500","ERR2819891","Italy",45.543,9.215,"Cedrus deodara","Non-agricultural"
"Andrea2020","Andrea2020s010","ENA","Illumina HiSeq 2500","ERR2819892","Italy",45.543,9.215,"Magnolia grandiflora","Non-agricultural"
"Andrea2020","Andrea2020s011","ENA","Illumina HiSeq 2500","ERR2819894","Italy",45.543,9.215,"Magnolia grandiflora","Non-agricultural"
"Andrea2020","Andrea2020s012","ENA","Illumina HiSeq 2500","ERR2819895","Italy",45.543,9.215,"Magnolia grandiflora","Non-agricultural"
"Barbara2020","Barbara2020s001","NCBI","Illumina HiSeq 2000","SRR2924445","USA",34.184,-101.9436,"Zea mays","Agricultural"
"Barbara2020","Barbara2020s002","NCBI","Illumina HiSeq 2000","SRR2924446","USA",35.999,-101.9886,"Zea mays","Agricultural"
"Brown2020","Brown2020s001","NCBI","Illumina NovaSeq 6000","SRR13699269","France",43.147417,3.0008,"Medicago truncatula","Agricultural"
"Brown2020","Brown2020s002","NCBI","Illumina NovaSeq 6000","SRR13699277","France",43.147417,3.0008,"Medicago truncatula","Agricultural"
"Brown2020","Brown2020s003","NCBI","Illumina NovaSeq 6000","SRR13699274","France",43.147417,3.0008,"Medicago truncatula","Agricultural"
"Brown2020","Brown2020s004","NCBI","Illumina NovaSeq 6000","SRR13699280","France",43.147417,3.0008,"Medicago truncatula","Agricultural"
"Eric2020","Eric2020s001","NCBI","Illumina HiSeq 4000","SRR10527383","USA",32.3853,-85.6936,"Solanum lycopersicum","Agricultural"
"Eric2020","Eric2020s002","NCBI","Illumina HiSeq 4000","SRR10527384","USA",32.3853,-85.6936,"Solanum lycopersicum","Agricultural"
"Eric2020","Eric2020s003","NCBI","Illumina HiSeq 4000","SRR10527386","USA",32.6014,-85.3536,"Solanum lycopersicum","Agricultural"
"Eric2020","Eric2020s004","NCBI","Illumina HiSeq 4000","SRR10527387","USA",32.6014,-85.3536,"Capsicum annuum","Agricultural"
"Eric2020","Eric2020s005","NCBI","Illumina HiSeq 4000","SRR10527388","USA",32.6014,-85.3536,"Capsicum annuum","Agricultural"
"Eric2020","Eric2020s006","NCBI","Illumina HiSeq 4000","SRR10527389","USA",33.2065,-87.5346,"Capsicum annuum","Agricultural"
"Eric2020","Eric2020s007","NCBI","Illumina HiSeq 4000","SRR10527390","USA",33.2065,-87.5346,"Solanum lycopersicum","Agricultural"
"Eric2020","Eric2020s008","NCBI","Illumina HiSeq 4000","SRR10527391","USA",34.4572,-85.8067,"Solanum lycopersicum","Agricultural"
"Eric2020","Eric2020s009","NCBI","Illumina HiSeq 4000","SRR10527392","USA",34.05,-86.03,"Solanum lycopersicum","Agricultural"
"Eric2020","Eric2020s010","NCBI","Illumina HiSeq 4000","SRR10527393","USA",30.733,-87.7203,"Solanum lycopersicum","Agricultural"
"Eric2020","Eric2020s011","NCBI","Illumina HiSeq 4000","SRR10527394","USA",32.3853,-85.6936,"Solanum lycopersicum","Agricultural"
"Eric2020","Eric2020s012","NCBI","Illumina HiSeq 4000","SRR10527395","USA",32.3853,-85.6936,"Capsicum annuum","Agricultural"
"Eric2020","Eric2020s013","NCBI","Illumina HiSeq 4000","SRR10527396","USA",33.20654,-87.5346,"Solanum lycopersicum","Agricultural"
"Eric2020","Eric2020s014","NCBI","Illumina HiSeq 4000","SRR10527397","USA",33.20654,-87.5346,"Solanum lycopersicum","Agricultural"
"Finkel2016","Finkel2016s001","NCBI","Illumina HiSeq 1000","SRR3100155","Israel",29.5814,34.9652,"Tamarix aphylla","Non-agricultural"
"Finkel2016","Finkel2016s002","NCBI","Illumina HiSeq 1000","SRR3100153","Israel",30.8711,34.7846,"Tamarix aphylla","Non-agricultural"
"Finkel2016","Finkel2016s003","NCBI","Illumina HiSeq 1000","SRR3100149","Israel",31.843883,35.5133,"Tamarix aphylla","Non-agricultural"
"Finkel2016","Finkel2016s004","NCBI","Illumina HiSeq 1000","SRR3100152","Israel",30.871124,34.7846,"Tamarix aphylla","Non-agricultural"
"Finkel2016","Finkel2016s005","NCBI","Illumina HiSeq 1000","SRR3100147","Israel",32.561428,34.9097,"Tamarix aphylla","Non-agricultural"
"Finkel2016","Finkel2016s006","NCBI","Illumina HiSeq 1000","SRR3100151","Israel",30.942444,35.3671,"Tamarix aphylla","Non-agricultural"
"Finkel2016","Finkel2016s007","NCBI","Illumina HiSeq 1000","SRR3100146","Israel",32.561428,34.9097,"Tamarix aphylla","Non-agricultural"
"Finkel2016","Finkel2016s008","NCBI","Illumina HiSeq 1000","SRR3100154","Israel",29.5814,34.9652,"Tamarix aphylla","Non-agricultural"
"Finkel2016","Finkel2016s009","NCBI","Illumina HiSeq 1000","SRR3100148","Israel",31.843883,35.5133,"Tamarix aphylla","Non-agricultural"
"Finkel2016","Finkel2016s010","NCBI","Illumina HiSeq 1000","SRR3100150","Israel",30.942444,35.367059,"Tamarix aphylla","Non-agricultural"
"Guron2019","Guron2019s001","NCBI","Illumina HiSeq 2500","SRR7414902","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s002","NCBI","Illumina HiSeq 2500","SRR7414903","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s003","NCBI","Illumina HiSeq 2500","SRR7414904","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s004","NCBI","Illumina HiSeq 2500","SRR7414909","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s005","NCBI","Illumina HiSeq 2500","SRR7414910","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s006","NCBI","Illumina HiSeq 2500","SRR7414911","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s007","NCBI","Illumina HiSeq 2500","SRR7414913","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s008","NCBI","Illumina HiSeq 2500","SRR7414914","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s009","NCBI","Illumina HiSeq 2500","SRR7414915","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s010","NCBI","Illumina HiSeq 2500","SRR7414916","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s011","NCBI","Illumina HiSeq 2500","SRR7414917","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s012","NCBI","Illumina HiSeq 2500","SRR7414918","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s013","NCBI","Illumina HiSeq 2500","SRR7414919","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s014","NCBI","Illumina HiSeq 2500","SRR7414920","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s015","NCBI","Illumina HiSeq 2500","SRR7414921","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s016","NCBI","Illumina HiSeq 2500","SRR7414922","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s017","NCBI","Illumina HiSeq 2500","SRR7414923","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s018","NCBI","Illumina HiSeq 2500","SRR7414924","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s019","NCBI","Illumina HiSeq 2500","SRR7414927","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s020","NCBI","Illumina HiSeq 2500","SRR7414928","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s021","NCBI","Illumina HiSeq 2500","SRR7414929","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s022","NCBI","Illumina HiSeq 2500","SRR7414938","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s023","NCBI","Illumina HiSeq 2500","SRR7414939","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s024","NCBI","Illumina HiSeq 2500","SRR7414940","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Guron2019","Guron2019s025","NCBI","Illumina HiSeq 2500","SRR7414941","USA",37.2196,-80.4232,"Lactuca sativa","Agricultural"
"Hongye2022","Hongye2022s001","NCBI","Illumina NovaSeq 6000","SRR12131104","China",28.64,121.17,"Citrus reticulata","Agricultural"
"Hongye2022","Hongye2022s002","NCBI","Illumina NovaSeq 6000","SRR12131125","China",28.64,121.17,"Citrus reticulata","Agricultural"
"Hongye2022","Hongye2022s003","NCBI","Illumina NovaSeq 6000","SRR12131136","China",28.64,121.17,"Citrus reticulata","Agricultural"
"Hongye2022","Hongye2022s004","NCBI","Illumina NovaSeq 6000","SRR12131147","China",28.64,121.17,"Citrus reticulata","Agricultural"
"Hongye2022","Hongye2022s005","NCBI","Illumina NovaSeq 6000","SRR12131153","China",28.64,121.17,"Citrus reticulata","Agricultural"
"Hongye2022","Hongye2022s006","NCBI","Illumina NovaSeq 6000","SRR12131164","China",28.64,121.17,"Citrus reticulata","Agricultural"
"Hongye2022","Hongye2022s007","NCBI","Illumina NovaSeq 6000","SRR12131175","China",28.64,121.17,"Citrus reticulata","Agricultural"
"Hongye2022","Hongye2022s008","NCBI","Illumina NovaSeq 6000","SRR12131186","China",28.64,121.17,"Citrus reticulata","Agricultural"
"Hongye2022","Hongye2022s009","NCBI","Illumina NovaSeq 6000","SRR12131187","China",28.64,121.17,"Citrus reticulata","Agricultural"
"Juejie2021","Juejie2021s001","NCBI","Illumina MiSeq PE300","SRR15851170","China",28.8506,102.1758,"Arundinaria spanostachya","Non-agricultural"
"Juejie2021","Juejie2021s002","NCBI","Illumina MiSeq PE300","SRR15851167","China",28.8506,102.1758,"Arundinaria spanostachya","Non-agricultural"
"Juejie2021","Juejie2021s003","NCBI","Illumina MiSeq PE300","SRR15851169","China",28.8506,102.1758,"Arundinaria spanostachya","Non-agricultural"
"Juejie2021","Juejie2021s004","NCBI","Illumina MiSeq PE300","SRR15851165","China",28.8506,102.1758,"Arundinaria spanostachya","Non-agricultural"
"Juejie2021","Juejie2021s005","NCBI","Illumina MiSeq PE300","SRR15851163","China",28.8506,102.1758,"Arundinaria spanostachya","Non-agricultural"
"Juejie2021","Juejie2021s006","NCBI","Illumina MiSeq PE300","SRR15851168","China",28.8506,102.1758,"Arundinaria spanostachya","Non-agricultural"
"Juejie2021","Juejie2021s007","NCBI","Illumina MiSeq PE300","SRR15851164","China",28.8506,102.1758,"Arundinaria spanostachya","Non-agricultural"
"Juejie2021","Juejie2021s008","NCBI","Illumina MiSeq PE300","SRR15851166","China",28.8506,102.1758,"Arundinaria spanostachya","Non-agricultural"
"Julian2020","Julian2020s001","ENA","Illumina HiSeq 3000","ERR3192239","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s002","ENA","Illumina HiSeq 3000","ERR3192240","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s003","ENA","Illumina HiSeq 3000","ERR3192233","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s004","ENA","Illumina HiSeq 3000","ERR3192235","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s005","ENA","Illumina HiSeq 3000","ERR3192237","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s006","ENA","Illumina HiSeq 3000","ERR3192206","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s007","ENA","Illumina HiSeq 3000","ERR3192241","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s008","ENA","Illumina HiSeq 3000","ERR3192214","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s009","ENA","Illumina HiSeq 3000","ERR3192238","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s010","ENA","Illumina HiSeq 3000","ERR3192222","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s011","ENA","Illumina HiSeq 3000","ERR3192230","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s012","ENA","Illumina HiSeq 3000","ERR3192205","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s013","ENA","Illumina HiSeq 3000","ERR3192236","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s014","ENA","Illumina HiSeq 3000","ERR3192221","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s015","ENA","Illumina HiSeq 3000","ERR3192213","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s016","ENA","Illumina HiSeq 3000","ERR3192234","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s017","ENA","Illumina HiSeq 3000","ERR3192229","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s018","ENA","Illumina HiSeq 3000","ERR3192209","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s019","ENA","Illumina HiSeq 3000","ERR3192202","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s020","ENA","Illumina HiSeq 3000","ERR3192218","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s021","ENA","Illumina HiSeq 3000","ERR3192215","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s022","ENA","Illumina HiSeq 3000","ERR3192210","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s023","ENA","Illumina HiSeq 3000","ERR3192225","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s024","ENA","Illumina HiSeq 3000","ERR3192231","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s025","ENA","Illumina HiSeq 3000","ERR3192204","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s026","ENA","Illumina HiSeq 3000","ERR3192226","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s027","ENA","Illumina HiSeq 3000","ERR3192220","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s028","ENA","Illumina HiSeq 3000","ERR3192201","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s029","ENA","Illumina HiSeq 3000","ERR3192211","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s030","ENA","Illumina HiSeq 3000","ERR3192035","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s031","ENA","Illumina HiSeq 3000","ERR3192131","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s032","ENA","Illumina HiSeq 3000","ERR3192217","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s033","ENA","Illumina HiSeq 3000","ERR3192227","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s034","ENA","Illumina HiSeq 3000","ERR3192208","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s035","ENA","Illumina HiSeq 3000","ERR3192216","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s036","ENA","Illumina HiSeq 3000","ERR3192224","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s037","ENA","Illumina HiSeq 3000","ERR3192232","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s038","ENA","Illumina HiSeq 3000","ERR3192094","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s039","ENA","Illumina HiSeq 3000","ERR3192203","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s040","ENA","Illumina HiSeq 3000","ERR3192212","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s041","ENA","Illumina HiSeq 3000","ERR3192219","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s042","ENA","Illumina HiSeq 3000","ERR3192228","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s043","ENA","Illumina HiSeq 3000","ERR3192207","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s044","ENA","Illumina HiSeq 3000","ERR3192223","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s045","ENA","Illumina HiSeq 3000","ERR3192199","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s046","ENA","Illumina HiSeq 3000","ERR3192152","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s047","ENA","Illumina HiSeq 3000","ERR3192091","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s048","ENA","Illumina HiSeq 3000","ERR3192070","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s049","ENA","Illumina HiSeq 3000","ERR3192076","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s050","ENA","Illumina HiSeq 3000","ERR3192019","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s051","ENA","Illumina HiSeq 3000","ERR3192096","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s052","ENA","Illumina HiSeq 3000","ERR3192043","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s053","ENA","Illumina HiSeq 3000","ERR3192132","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s054","ENA","Illumina HiSeq 3000","ERR3192047","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s055","ENA","Illumina HiSeq 3000","ERR3192100","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s056","ENA","Illumina HiSeq 3000","ERR3192036","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s057","ENA","Illumina HiSeq 3000","ERR3192116","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s058","ENA","Illumina HiSeq 3000","ERR3192165","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s059","ENA","Illumina HiSeq 3000","ERR3192090","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s060","ENA","Illumina HiSeq 3000","ERR3192143","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s061","ENA","Illumina HiSeq 3000","ERR3192048","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s062","ENA","Illumina HiSeq 3000","ERR3192067","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s063","ENA","Illumina HiSeq 3000","ERR3192135","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s064","ENA","Illumina HiSeq 3000","ERR3192141","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s065","ENA","Illumina HiSeq 3000","ERR3192178","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s066","ENA","Illumina HiSeq 3000","ERR3192180","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s067","ENA","Illumina HiSeq 3000","ERR3192071","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s068","ENA","Illumina HiSeq 3000","ERR3192115","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s069","ENA","Illumina HiSeq 3000","ERR3192174","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s070","ENA","Illumina HiSeq 3000","ERR3192172","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s071","ENA","Illumina HiSeq 3000","ERR3192162","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s072","ENA","Illumina HiSeq 3000","ERR3192108","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s073","ENA","Illumina HiSeq 3000","ERR3192037","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s074","ENA","Illumina HiSeq 3000","ERR3191015","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s075","ENA","Illumina HiSeq 3000","ERR3191207","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s076","ENA","Illumina HiSeq 3000","ERR3192021","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s077","ENA","Illumina HiSeq 3000","ERR3191569","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s078","ENA","Illumina HiSeq 3000","ERR3191570","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s079","ENA","Illumina HiSeq 3000","ERR3192110","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s080","ENA","Illumina HiSeq 3000","ERR3192051","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s081","ENA","Illumina HiSeq 3000","ERR3191023","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s082","ENA","Illumina HiSeq 3000","ERR3190995","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s083","ENA","Illumina HiSeq 3000","ERR3191788","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s084","ENA","Illumina HiSeq 3000","ERR3191216","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s085","ENA","Illumina HiSeq 3000","ERR3192169","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s086","ENA","Illumina HiSeq 3000","ERR3191431","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s087","ENA","Illumina HiSeq 3000","ERR3191982","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s088","ENA","Illumina HiSeq 3000","ERR3191432","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s089","ENA","Illumina HiSeq 3000","ERR3191587","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s090","ENA","Illumina HiSeq 3000","ERR3192114","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s091","ENA","Illumina HiSeq 3000","ERR3191138","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s092","ENA","Illumina HiSeq 3000","ERR3191588","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s093","ENA","Illumina HiSeq 3000","ERR3190992","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s094","ENA","Illumina HiSeq 3000","ERR3191190","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s095","ENA","Illumina HiSeq 3000","ERR3190912","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s096","ENA","Illumina HiSeq 3000","ERR3191797","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s097","ENA","Illumina HiSeq 3000","ERR3190976","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s098","ENA","Illumina HiSeq 3000","ERR3192061","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s099","ENA","Illumina HiSeq 3000","ERR3191991","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s100","ENA","Illumina HiSeq 3000","ERR3190979","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s101","ENA","Illumina HiSeq 3000","ERR3191535","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s102","ENA","Illumina HiSeq 3000","ERR3191536","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s103","ENA","Illumina HiSeq 3000","ERR3190928","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s104","ENA","Illumina HiSeq 3000","ERR3191720","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
"Julian2020","Julian2020s105","ENA","Illumina HiSeq 3000","ERR3191181","Germany",48.576139,9.1821,"Arabidopsis thaliana","Non-agricultural"
